stress_definition,pair,a,b,tail,q,n_calm,n_stress,B,block,seed,lambda_calm,lambda_stress,difference,diff_lo_95,diff_hi_95,p_value,uncorrected_reject_5pct,bonf_threshold,bonf_reject_5pct,bh_reject_5pct,bh_cutoff
covid,Gold–Brent,gold,brent,lower,0.025,2451,80,15000,20,411877082,0.0489596083231,0,-0.0489596083231,-0.114239086087,0.467360261118,0.2075194987,False,0.000833333333333,False,False,
covid,Gold–Brent,gold,brent,upper,0.025,2451,80,15000,20,3513815070,0.0815993472052,0,-0.0815993472052,-0.146878824969,-0.016319869441,0.0326644890341,True,0.000833333333333,False,False,
covid,Gold–Brent,gold,brent,lower,0.05,2451,80,15000,20,1658267630,0.0815993472052,0.25,0.168400652795,-0.122399020808,0.434720522236,0.6299580028,False,0.000833333333333,False,False,
covid,Gold–Brent,gold,brent,upper,0.05,2451,80,15000,20,2946299939,0.0815993472052,0,-0.0815993472052,-0.138718890249,0.184720522236,0.121658556096,False,0.000833333333333,False,False,
covid,Gold–Brent,gold,brent,lower,0.1,2451,80,15000,20,2478788429,0.183598531212,0.25,0.0664014687882,-0.212158302734,0.304161566707,0.575828278115,False,0.000833333333333,False,False,
covid,Gold–Brent,gold,brent,upper,0.1,2451,80,15000,20,1846215375,0.179518563851,0.125,-0.0545185638515,-0.216238270094,0.0990412076703,0.660022665156,False,0.000833333333333,False,False,
covid,Gold–Cedi,gold,cedi,lower,0.025,2451,80,15000,20,2169300283,0.0326397388821,0,-0.0326397388821,-0.0815993472052,0,0.2699820012,False,0.000833333333333,False,False,
covid,Gold–Cedi,gold,cedi,upper,0.025,2451,80,15000,20,3821855760,0.016319869441,0,-0.016319869441,-0.0652794777642,0,0.666888874075,False,0.000833333333333,False,False,
covid,Gold–Cedi,gold,cedi,lower,0.05,2451,80,15000,20,2625370089,0.0571195430437,0,-0.0571195430437,-0.106079151367,-0.016319869441,0.0145990267316,True,0.000833333333333,False,False,
covid,Gold–Cedi,gold,cedi,upper,0.05,2451,80,15000,20,531791591,0.0571195430437,0,-0.0571195430437,-0.106079151367,-0.0244798041616,0.0201319912006,True,0.000833333333333,False,False,
covid,Gold–Cedi,gold,cedi,lower,0.1,2451,80,15000,20,111213638,0.0815993472052,0,-0.0815993472052,-0.118319053448,-0.0489596083231,0.00326644890341,True,0.000833333333333,False,False,
covid,Gold–Cedi,gold,cedi,upper,0.1,2451,80,15000,20,3874745216,0.114239086087,0,-0.114239086087,-0.146878824969,-0.0734394124847,0.0131324578361,True,0.000833333333333,False,False,
covid,Gold–WTI,gold,wti,lower,0.025,2451,80,15000,20,3202052552,0.0489596083231,0,-0.0489596083231,-0.114239086087,0.483680130559,0.252716485568,False,0.000833333333333,False,False,
covid,Gold–WTI,gold,wti,upper,0.025,2451,80,15000,20,3496089971,0.114239086087,0,-0.114239086087,-0.195838433293,0.434720522236,0.122191853876,False,0.000833333333333,False,False,
covid,Gold–WTI,gold,wti,lower,0.05,2451,80,15000,20,1173253813,0.0979192166463,0.25,0.152080783354,-0.130558955528,0.426560587515,0.596026931538,False,0.000833333333333,False,False,
covid,Gold–WTI,gold,wti,upper,0.05,2451,80,15000,20,519219367,0.122399020808,0,-0.122399020808,-0.179518563851,0.627600979192,0.33324445037,False,0.000833333333333,False,False,
covid,Gold–WTI,gold,wti,lower,0.1,2451,80,15000,20,3514510038,0.15503875969,0.125,-0.0300387596899,-0.191758465932,0.22404120767,0.739150723285,False,0.000833333333333,False,False,
covid,Gold–WTI,gold,wti,upper,0.1,2451,80,15000,20,3004952711,0.191758465932,0.375,0.183241534068,-0.220318237454,0.34088127295,0.453636424238,False,0.000833333333333,False,False,
covid,WTI–Cedi,wti,cedi,lower,0.025,2451,80,15000,20,2560313495,0,0,0,-0.016319869441,0,1,False,0.000833333333333,False,False,
covid,WTI–Cedi,wti,cedi,upper,0.025,2451,80,15000,20,3384286500,0.016319869441,0,-0.016319869441,-0.0815993472052,0,0.682421171922,False,0.000833333333333,False,False,
covid,WTI–Cedi,wti,cedi,lower,0.05,2451,80,15000,20,1155322332,0.0489596083231,0,-0.0489596083231,-0.0897592819257,-0.016319869441,0.0231984534364,True,0.000833333333333,False,False,
covid,WTI–Cedi,wti,cedi,upper,0.05,2451,80,15000,20,1597596430,0.0652794777642,0,-0.0652794777642,-0.114239086087,0.184720522236,0.0559962669155,False,0.000833333333333,False,False,
covid,WTI–Cedi,wti,cedi,lower,0.1,2451,80,15000,20,1651618703,0.0897592819257,0,-0.0897592819257,-0.126478988168,0.273102815177,0.163522431838,False,0.000833333333333,False,False,
covid,WTI–Cedi,wti,cedi,upper,0.1,2451,80,15000,20,1616084470,0.126478988168,0.125,-0.00147898816809,-0.15911872705,0.252600979192,0.97433504433,False,0.000833333333333,False,False,
